120_metros => 120_metros, tag#Zu, ctag#Zu, pos#number, lemma#LN_m:120
rápidamente => rápidamente, tag#RG, ctag#RG, pos#adverb, lemma#rápidamente
rápida => rápida, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#rápido
rapidez => rapidez, tag#NCFS000, ctag#NC, pos#noun, lemma#rapidez
rápido => rápido, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#rápido
rara => rara, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#raro
raras => raras, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#raro
rareza => rareza, tag#NCFS000, ctag#NC, pos#noun, lemma#rareza
rarezas => rarezas, tag#NCFP000, ctag#NC, pos#noun, lemma#rareza
rarísimo => rarísimo, tag#AQSMS00, ctag#AQ, pos#adjective, lemma#raro
raro => raro, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#raro
rascar => rascar, tag#VMN0000, ctag#VMN, pos#verb, lemma#rascar
rascó => rascó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#rascar
Rascose => Rascose, tag#NP00000, ctag#NP, pos#noun, lemma#rascose
rasgados => rasgados, tag#VMP00PM, ctag#VMP, pos#verb, lemma#rasgar
rasgos => rasgos, tag#NCMP000, ctag#NC, pos#noun, lemma#rasgo
rasguear => rasguear, tag#VMN0000, ctag#VMN, pos#verb, lemma#rasguear
rasguño => rasguño, tag#NCMS000, ctag#NC, pos#noun, lemma#rasguño
ratito => ratito, tag#NCMS00V, ctag#NC, pos#noun, lemma#rato
rato => rato, tag#NCMS000, ctag#NC, pos#noun, lemma#rato
ratos => ratos, tag#NCMP000, ctag#NC, pos#noun, lemma#rato
raya => raya, tag#NCFS000, ctag#NC, pos#noun, lemma#raya
rayas => rayas, tag#NCFP000, ctag#NC, pos#noun, lemma#raya
rayo => rayo, tag#NCMS000, ctag#NC, pos#noun, lemma#rayo
rayos => rayos, tag#NCMP000, ctag#NC, pos#noun, lemma#rayo
raza => raza, tag#NCFS000, ctag#NC, pos#noun, lemma#raza
razonable => razonable, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#razonable
razonamientos => razonamientos, tag#NCMP000, ctag#NC, pos#noun, lemma#razonamiento
razones => razones, tag#NCFP000, ctag#NC, pos#noun, lemma#razón
Razones => Razones, tag#NCFP000, ctag#NC, pos#noun, lemma#razón
razón => razón, tag#NCFS000, ctag#NC, pos#noun, lemma#razón
Razón => Razón, tag#NP00000, ctag#NP, pos#noun, lemma#razón
realidad => realidad, tag#NCFS000, ctag#NC, pos#noun, lemma#realidad
realizable => realizable, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#realizable
realizada => realizada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#realizar
realizado => realizado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#realizar
realizando => realizando, tag#VMG0000, ctag#VMG, pos#verb, lemma#realizar
realizan => realizan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#realizar
realizar => realizar, tag#VMN0000, ctag#VMN, pos#verb, lemma#realizar
realizase => realizase, tag#VMSI3S0, ctag#VMS, pos#verb, lemma#realizar
realmente => realmente, tag#RG, ctag#RG, pos#adverb, lemma#realmente
real => real, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#real
real => real, tag#NCMS000, ctag#NC, pos#noun, lemma#real
Real => Real, tag#NP00000, ctag#NP, pos#noun, lemma#real
reanimar => reanimar, tag#VMN0000, ctag#VMN, pos#verb, lemma#reanimar
reanimase => reanimase, tag#VMSI3S0, ctag#VMS, pos#verb, lemma#reanimar
rebanaría => rebanaría, tag#VMIC3S0, ctag#VMI, pos#verb, lemma#rebanar
rebelar => rebelar, tag#VMN0000, ctag#VMN, pos#verb, lemma#rebelar
rebeldía => rebeldía, tag#NCFS000, ctag#NC, pos#noun, lemma#rebeldía
recado => recado, tag#NCMS000, ctag#NC, pos#noun, lemma#recado
recados => recados, tag#NCMP000, ctag#NC, pos#noun, lemma#recado
recaerá => recaerá, tag#VMIF3S0, ctag#VMI, pos#verb, lemma#recaer
recaudador => recaudador, tag#NCMS000, ctag#NC, pos#noun, lemma#recaudador
recayó => recayó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#recaer
recelando => recelando, tag#VMG0000, ctag#VMG, pos#verb, lemma#recelar
recelo => recelo, tag#NCMS000, ctag#NC, pos#noun, lemma#recelo
receloso => receloso, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#receloso
recelos => recelos, tag#NCMP000, ctag#NC, pos#noun, lemma#recelo
Recemos => Recemos, tag#VMSP1P0, ctag#VMS, pos#verb, lemma#rezar
rechazaba => rechazaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#rechazar
rechazado => rechazado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#rechazar
rechazar => rechazar, tag#VMN0000, ctag#VMN, pos#verb, lemma#rechazar
rechinó => rechinó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#rechinar
rechoncho => rechoncho, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#rechoncho
recia => recia, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#recio
reciba => reciba, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#recibir
recibas => recibas, tag#VMSP2S0, ctag#VMS, pos#verb, lemma#recibir
recibe => recibe, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#recibir
recibían => recibían, tag#VMII3P0, ctag#VMI, pos#verb, lemma#recibir
recibía => recibía, tag#VMII3S0, ctag#VMI, pos#verb, lemma#recibir
recibida => recibida, tag#VMP00SF, ctag#VMP, pos#verb, lemma#recibir
recibido => recibido, tag#VMP00SM, ctag#VMP, pos#verb, lemma#recibir
recibiendo => recibiendo, tag#VMG0000, ctag#VMG, pos#verb, lemma#recibir
recibiera => recibiera, tag#VMSI3S0, ctag#VMS, pos#verb, lemma#recibir
recibiéronle => recibiéronle, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#recibiéronle
Recibiéronle => Recibiéronle, tag#NP00000, ctag#NP, pos#noun, lemma#recibiéronle
recibió => recibió, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#recibir
recibí => recibí, tag#VMIS1S0, ctag#VMI, pos#verb, lemma#recibir
recibiré => recibiré, tag#VMIF1S0, ctag#VMI, pos#verb, lemma#recibir
recibir => recibir, tag#VMN0000, ctag#VMN, pos#verb, lemma#recibir
recibiste => recibiste, tag#VMIS2S0, ctag#VMI, pos#verb, lemma#recibir
recibo => recibo, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#recibir
recién => recién, tag#RG, ctag#RG, pos#adverb, lemma#recién
recientemente => recientemente, tag#RG, ctag#RG, pos#adverb, lemma#recientemente
reciente => reciente, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#reciente
recinto => recinto, tag#NCMS000, ctag#NC, pos#noun, lemma#recinto
reclamaban => reclamaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#reclamar
reclaman => reclaman, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#reclamar
reclamó => reclamó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#reclamar
reclinar => reclinar, tag#VMN0000, ctag#VMN, pos#verb, lemma#reclinar
reclutaba => reclutaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#reclutar
recobraba => recobraba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#recobrar
Recobrado => Recobrado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#recobrar
recobrando => recobrando, tag#VMG0000, ctag#VMG, pos#verb, lemma#recobrar
recobrar => recobrar, tag#VMN0000, ctag#VMN, pos#verb, lemma#recobrar
recobro => recobro, tag#NCMS000, ctag#NC, pos#noun, lemma#recobro
recodo => recodo, tag#NCMS000, ctag#NC, pos#noun, lemma#recodo
recodos => recodos, tag#NCMP000, ctag#NC, pos#noun, lemma#recodo
recoger => recoger, tag#VMN0000, ctag#VMN, pos#verb, lemma#recoger
recogía => recogía, tag#VMII3S0, ctag#VMI, pos#verb, lemma#recoger
recogido => recogido, tag#VMP00SM, ctag#VMP, pos#verb, lemma#recoger
recogiendo => recogiendo, tag#VMG0000, ctag#VMG, pos#verb, lemma#recoger
recogiese => recogiese, tag#VMSI3S0, ctag#VMS, pos#verb, lemma#recoger
recogimiento => recogimiento, tag#NCMS000, ctag#NC, pos#noun, lemma#recogimiento
recolección => recolección, tag#NCFS000, ctag#NC, pos#noun, lemma#recolección
recomendaba => recomendaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#recomendar
recomendaciones => recomendaciones, tag#NCFP000, ctag#NC, pos#noun, lemma#recomendación
recomendar => recomendar, tag#VMN0000, ctag#VMN, pos#verb, lemma#recomendar
recomienda => recomienda, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#recomendar
recomiendo => recomiendo, tag#VMG0000, ctag#VMG, pos#verb, lemma#recomer
recompensar => recompensar, tag#VMN0000, ctag#VMN, pos#verb, lemma#recompensar
recompensó => recompensó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#recompensar
reconciliaban => reconciliaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#reconciliar
reconciliación => reconciliación, tag#NCFS000, ctag#NC, pos#noun, lemma#reconciliación
Reconciliación => Reconciliación, tag#NP00000, ctag#NP, pos#noun, lemma#reconciliación
recóndita => recóndita, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#recóndito
reconoce => reconoce, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#reconocer
reconoceré => reconoceré, tag#VMIF1S0, ctag#VMI, pos#verb, lemma#reconocer
reconocer => reconocer, tag#VMN0000, ctag#VMN, pos#verb, lemma#reconocer
reconocimiento => reconocimiento, tag#NCMS000, ctag#NC, pos#noun, lemma#reconocimiento
reconoció => reconoció, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#reconocer
reconozco => reconozco, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#reconocer
Reconozco => Reconozco, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#reconocer
recordaba => recordaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#recordar
recordando => recordando, tag#VMG0000, ctag#VMG, pos#verb, lemma#recordar
recorren => recorren, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#recorrer
recorrer => recorrer, tag#VMN0000, ctag#VMN, pos#verb, lemma#recorrer
recorrió => recorrió, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#recorrer
recortada => recortada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#recortar
recostando => recostando, tag#VMG0000, ctag#VMG, pos#verb, lemma#recostar
recreaban => recreaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#recrear
recrear => recrear, tag#VMN0000, ctag#VMN, pos#verb, lemma#recrear
recriminación => recriminación, tag#NCFS000, ctag#NC, pos#noun, lemma#recriminación
rectitud => rectitud, tag#NCFS000, ctag#NC, pos#noun, lemma#rectitud
recto => recto, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#recto
rectos => rectos, tag#NCMP000, ctag#NC, pos#noun, lemma#recto
recuérdanme => recuérdanme, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#recuérdanme
recuerdan => recuerdan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#recordar
recuerda => recuerda, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#recordar
recuerdo => recuerdo, tag#NCMS000, ctag#NC, pos#noun, lemma#recuerdo
recuerdo => recuerdo, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#recordar
recuerdos => recuerdos, tag#NCMP000, ctag#NC, pos#noun, lemma#recuerdo
recurso => recurso, tag#NCMS000, ctag#NC, pos#noun, lemma#recurso
recursos => recursos, tag#NCMP000, ctag#NC, pos#noun, lemma#recurso
redactaba => redactaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#redactar
redactada => redactada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#redactar
Redentor => Redentor, tag#NP00000, ctag#NP, pos#noun, lemma#redentor
redonda => redonda, tag#NCFS000, ctag#NC, pos#noun, lemma#redonda
redondez => redondez, tag#NCFS000, ctag#NC, pos#noun, lemma#redondez
reducen => reducen, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#reducir
reduce => reduce, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#reducir
reducían => reducían, tag#VMII3P0, ctag#VMI, pos#verb, lemma#reducir
reducida => reducida, tag#VMP00SF, ctag#VMP, pos#verb, lemma#reducir
reduciendo => reduciendo, tag#VMG0000, ctag#VMG, pos#verb, lemma#reducir
reedificada => reedificada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#reedificar
referencias => referencias, tag#NCFP000, ctag#NC, pos#noun, lemma#referencia
referente => referente, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#referente
referíanse => referíanse, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#referíanse
referida => referida, tag#VMP00SF, ctag#VMP, pos#verb, lemma#referir
referidas => referidas, tag#VMP00PF, ctag#VMP, pos#verb, lemma#referir
referido => referido, tag#VMP00SM, ctag#VMP, pos#verb, lemma#referir
referimos => referimos, tag#VMIP1P0, ctag#VMI, pos#verb, lemma#referir
refieren => refieren, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#referir
refiero => refiero, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#referir
refiramos => refiramos, tag#VMSP1P0, ctag#VMS, pos#verb, lemma#referir
refiriendo => refiriendo, tag#VMG0000, ctag#VMG, pos#verb, lemma#referir
reflexiva => reflexiva, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#reflexivo
reflujo => reflujo, tag#NCMS000, ctag#NC, pos#noun, lemma#reflujo
refregones => refregones, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#re_fregón
refrescando => refrescando, tag#VMG0000, ctag#VMG, pos#verb, lemma#refrescar
refriega => refriega, tag#NCFS000, ctag#NC, pos#noun, lemma#refriega
refugiando => refugiando, tag#VMG0000, ctag#VMG, pos#verb, lemma#refugiar
refugio => refugio, tag#NCMS000, ctag#NC, pos#noun, lemma#refugio
refunfuñó => refunfuñó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#refunfuñar
regadera => regadera, tag#NCFS000, ctag#NC, pos#noun, lemma#regadera
regalado => regalado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#regalar
regar => regar, tag#VMN0000, ctag#VMN, pos#verb, lemma#regar
régimen => régimen, tag#NCMS000, ctag#NC, pos#noun, lemma#régimen
regimiento => regimiento, tag#NCMS000, ctag#NC, pos#noun, lemma#regimiento
regimientos => regimientos, tag#NCMP000, ctag#NC, pos#noun, lemma#regimiento
regiones => regiones, tag#NCFP000, ctag#NC, pos#noun, lemma#región
región => región, tag#NCFS000, ctag#NC, pos#noun, lemma#región
regir => regir, tag#VMN0000, ctag#VMN, pos#verb, lemma#regir
registrada => registrada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#registrar
registrado => registrado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#registrar
registrando => registrando, tag#VMG0000, ctag#VMG, pos#verb, lemma#registrar
Registrarán => Registrarán, tag#VMIF3P0, ctag#VMI, pos#verb, lemma#registrar
registraron => registraron, tag#VMIS3P0, ctag#VMI, pos#verb, lemma#registrar
registro => registro, tag#NCMS000, ctag#NC, pos#noun, lemma#registro
registró => registró, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#registrar
reglas => reglas, tag#NCFP000, ctag#NC, pos#noun, lemma#regla
regocijaban => regocijaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#regocijar
Regocija => Regocija, tag#VMM02S0, ctag#VMM, pos#verb, lemma#regocijar
regresaban => regresaban, tag#VMII3P0, ctag#VMI, pos#verb, lemma#regresar
regresar => regresar, tag#VMN0000, ctag#VMN, pos#verb, lemma#regresar
regreso => regreso, tag#NCMS000, ctag#NC, pos#noun, lemma#regreso
regresó => regresó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#regresar
regularidad => regularidad, tag#NCFS000, ctag#NC, pos#noun, lemma#regularidad
regularmente => regularmente, tag#RG, ctag#RG, pos#adverb, lemma#regularmente
regular => regular, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#regular
regular => regular, tag#VMN0000, ctag#VMN, pos#verb, lemma#regular
rehenes => rehenes, tag#NCCP000, ctag#NC, pos#noun, lemma#rehén
rehusado => rehusado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#rehusar
reían => reían, tag#VMII3P0, ctag#VMI, pos#verb, lemma#reír
reía => reía, tag#VMII3S0, ctag#VMI, pos#verb, lemma#reír
Reía => Reía, tag#VMII3S0, ctag#VMI, pos#verb, lemma#reír
reído => reído, tag#VMP00SM, ctag#VMP, pos#verb, lemma#reír
reinaba => reinaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#reinar
Reina_de_los_Ángeles => Reina_de_los_Ángeles, tag#NP00000, ctag#NP, pos#noun, lemma#reina_de_los_ángeles
Reinaldos => Reinaldos, tag#NCMS000, ctag#NC, pos#noun, lemma#reinal_do
reinan => reinan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#reinar
reina => reina, tag#NCFS000, ctag#NC, pos#noun, lemma#reina
reina => reina, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#reinar
reinar => reinar, tag#VMN0000, ctag#VMN, pos#verb, lemma#reinar
reino => reino, tag#NCMS000, ctag#NC, pos#noun, lemma#reino
reirán => reirán, tag#VMIF3P0, ctag#VMI, pos#verb, lemma#reír
reirás => reirás, tag#VMIF2S0, ctag#VMI, pos#verb, lemma#reír
reiría => reiría, tag#VMIC3S0, ctag#VMI, pos#verb, lemma#reír
reir => reir, tag#VMN0000, ctag#VMN, pos#verb, lemma#reir
reír => reír, tag#VMN0000, ctag#VMN, pos#verb, lemma#reír
reiteradas => reiteradas, tag#VMP00PF, ctag#VMP, pos#verb, lemma#reiterar
rejas => rejas, tag#NCFP000, ctag#NC, pos#noun, lemma#reja
relacionada => relacionada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#relacionar
relaciones => relaciones, tag#NCFP000, ctag#NC, pos#noun, lemma#relación
relación => relación, tag#NCFS000, ctag#NC, pos#noun, lemma#relación
relámpago => relámpago, tag#NCMS000, ctag#NC, pos#noun, lemma#relámpago
relato => relato, tag#NCMS000, ctag#NC, pos#noun, lemma#relato
releva => releva, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#relevar
religión => religión, tag#NCFS000, ctag#NC, pos#noun, lemma#religión
religiosa => religiosa, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#religioso
religiosas => religiosas, tag#AQ0FP00, ctag#AQ, pos#adjective, lemma#religioso
religiosidad => religiosidad, tag#NCFS000, ctag#NC, pos#noun, lemma#religiosidad
religioso => religioso, tag#AQ0MS00, ctag#AQ, pos#adjective, lemma#religioso
religiosos => religiosos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#religioso
relojera => relojera, tag#NCFS000, ctag#NC, pos#noun, lemma#relojero
reloj => reloj, tag#NCMS000, ctag#NC, pos#noun, lemma#reloj
reló => reló, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#reló
rematar => rematar, tag#VMN0000, ctag#VMN, pos#verb, lemma#rematar
remediar => remediar, tag#VMN0000, ctag#VMN, pos#verb, lemma#remediar
remedio => remedio, tag#NCMS000, ctag#NC, pos#noun, lemma#remedio
Remedios => Remedios, tag#NCMP000, ctag#NC, pos#noun, lemma#remedio
Remedios => Remedios, tag#NP00000, ctag#NP, pos#noun, lemma#remedios
remendados => remendados, tag#VMP00PM, ctag#VMP, pos#verb, lemma#remendar
remitir => remitir, tag#VMN0000, ctag#VMN, pos#verb, lemma#remitir
remojo => remojo, tag#NCMS000, ctag#NC, pos#noun, lemma#remojo
remonta => remonta, tag#VMM02S0, ctag#VMM, pos#verb, lemma#remontar
remontar => remontar, tag#VMN0000, ctag#VMN, pos#verb, lemma#remontar
remoquete => remoquete, tag#NCMS000, ctag#NC, pos#noun, lemma#remoquete
remordimiento => remordimiento, tag#NCMS000, ctag#NC, pos#noun, lemma#remordimiento
remordimientos => remordimientos, tag#NCMP000, ctag#NC, pos#noun, lemma#remordimiento
remota => remota, tag#AQ0FS00, ctag#AQ, pos#adjective, lemma#remoto
remotos => remotos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#remoto
renacen => renacen, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#renacer
rencor => rencor, tag#NCMS000, ctag#NC, pos#noun, lemma#rencor
Renialdos => Renialdos, tag#NP00000, ctag#NP, pos#noun, lemma#renialdos
renovaba => renovaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#renovar
renovación => renovación, tag#NCFS000, ctag#NC, pos#noun, lemma#renovación
renovasen => renovasen, tag#VMSI3P0, ctag#VMS, pos#verb, lemma#renovar
rentas => rentas, tag#NCFP000, ctag#NC, pos#noun, lemma#renta
renueva => renueva, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#renovar
renunciando => renunciando, tag#VMG0000, ctag#VMG, pos#verb, lemma#renunciar
renuncia => renuncia, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#renunciar
renunciaré => renunciaré, tag#VMIF1S0, ctag#VMI, pos#verb, lemma#renunciar
renunciar => renunciar, tag#VMN0000, ctag#VMN, pos#verb, lemma#renunciar
renuncie => renuncie, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#renunciar
reñido => reñido, tag#VMP00SM, ctag#VMP, pos#verb, lemma#reñir
reñir => reñir, tag#VMN0000, ctag#VMN, pos#verb, lemma#reñir
reo => reo, tag#NCMS000, ctag#NC, pos#noun, lemma#reo
Reparamos => Reparamos, tag#VMIP1P0, ctag#VMI, pos#verb, lemma#reparar
repare => repare, tag#VMSP3S0, ctag#VMS, pos#verb, lemma#reparar
reparo => reparo, tag#NCMS000, ctag#NC, pos#noun, lemma#reparo
reparó => reparó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#reparar
reparten => reparten, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#repartir
Repartidas => Repartidas, tag#NP00000, ctag#NP, pos#noun, lemma#repartidas
repartido => repartido, tag#VMP00SM, ctag#VMP, pos#verb, lemma#repartir
repartidor => repartidor, tag#NCMS000, ctag#NC, pos#noun, lemma#repartidor
repetía => repetía, tag#VMII3S0, ctag#VMI, pos#verb, lemma#repetir
repetidas => repetidas, tag#VMP00PF, ctag#VMP, pos#verb, lemma#repetir
repetido => repetido, tag#VMP00SM, ctag#VMP, pos#verb, lemma#repetir
repetirías => repetirías, tag#VMIC2S0, ctag#VMI, pos#verb, lemma#repetir
repitiendo => repitiendo, tag#VMG0000, ctag#VMG, pos#verb, lemma#repetir
repitieron => repitieron, tag#VMIS3P0, ctag#VMI, pos#verb, lemma#repetir
repitió => repitió, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#repetir
repito => repito, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#repetir
Repito => Repito, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#repetir
replicó => replicó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#replicar
reponer => reponer, tag#VMN0000, ctag#VMN, pos#verb, lemma#reponer
reposadamente => reposadamente, tag#RG, ctag#RG, pos#adverb, lemma#reposadamente
reposar => reposar, tag#VMN0000, ctag#VMN, pos#verb, lemma#reposar
reposen => reposen, tag#VMSP3P0, ctag#VMS, pos#verb, lemma#reposar
reposo => reposo, tag#NCMS000, ctag#NC, pos#noun, lemma#reposo
repreguntas => repreguntas, tag#NCFP000, ctag#NC, pos#noun, lemma#repregunta
reprendíales => reprendíales, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#reprendíales
reprendió => reprendió, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#reprender
reprendo => reprendo, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#reprender
reprensión => reprensión, tag#NCFS000, ctag#NC, pos#noun, lemma#reprensión
Representábase => Representábase, tag#NP00000, ctag#NP, pos#noun, lemma#representábase
representada => representada, tag#VMP00SF, ctag#VMP, pos#verb, lemma#representar
representan => representan, tag#VMIP3P0, ctag#VMI, pos#verb, lemma#representar
representantes => representantes, tag#NCCP000, ctag#NC, pos#noun, lemma#representante
reprimendas => reprimendas, tag#NCFP000, ctag#NC, pos#noun, lemma#reprimenda
reprimir => reprimir, tag#VMN0000, ctag#VMN, pos#verb, lemma#reprimir
reproducía => reproducía, tag#VMII3S0, ctag#VMI, pos#verb, lemma#reproducir
republicanos => republicanos, tag#AQ0MP00, ctag#AQ, pos#adjective, lemma#republicano
república => república, tag#NCFS000, ctag#NC, pos#noun, lemma#república
repugnantes => repugnantes, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#repugnante
repulsión => repulsión, tag#NCFS000, ctag#NC, pos#noun, lemma#repulsión
repusieron => repusieron, tag#VMIS3P0, ctag#VMI, pos#verb, lemma#reponer
repuso => repuso, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#reponer
reputación => reputación, tag#NCFS000, ctag#NC, pos#noun, lemma#reputación
requeridos => requeridos, tag#VMP00PM, ctag#VMP, pos#verb, lemma#requerir
requiere => requiere, tag#VMIP3S0, ctag#VMI, pos#verb, lemma#requerir
resabios => resabios, tag#NCMP000, ctag#NC, pos#noun, lemma#resabio
resbaló => resbaló, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#resbalar
resentimiento => resentimiento, tag#NCMS000, ctag#NC, pos#noun, lemma#resentimiento
reserva => reserva, tag#NCCS000, ctag#NC, pos#noun, lemma#reserva
residencia => residencia, tag#NCFS000, ctag#NC, pos#noun, lemma#residencia
residiera => residiera, tag#VMSI3S0, ctag#VMS, pos#verb, lemma#residir
residir => residir, tag#VMN0000, ctag#VMN, pos#verb, lemma#residir
resignación => resignación, tag#NCFS000, ctag#NC, pos#noun, lemma#resignación
Resignación => Resignación, tag#NP00000, ctag#NP, pos#noun, lemma#resignación
resigne => resigne, tag#VMM03S0, ctag#VMM, pos#verb, lemma#resignar
resigno => resigno, tag#VMIP1S0, ctag#VMI, pos#verb, lemma#resignar
resistas => resistas, tag#VMSP2S0, ctag#VMS, pos#verb, lemma#resistir
resistencia => resistencia, tag#NCFS000, ctag#NC, pos#noun, lemma#resistencia
Resistiendo => Resistiendo, tag#VMG0000, ctag#VMG, pos#verb, lemma#resistir
resistió => resistió, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#resistir
resistir => resistir, tag#VMN0000, ctag#VMN, pos#verb, lemma#resistir
resolución => resolución, tag#NCFS000, ctag#NC, pos#noun, lemma#resolución
resolverían => resolverían, tag#VMIC3P0, ctag#VMI, pos#verb, lemma#resolver
resolvería => resolvería, tag#VMIC3S0, ctag#VMI, pos#verb, lemma#resolver
resolver => resolver, tag#VMN0000, ctag#VMN, pos#verb, lemma#resolver
resolvió => resolvió, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#resolver
Resolvió => Resolvió, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#resolver
resonó => resonó, tag#VMIS3S0, ctag#VMI, pos#verb, lemma#resonar
respecto_a => respecto_a, tag#SP, ctag#SP, pos#adposition, lemma#respecto_a
Respecto_a => Respecto_a, tag#SP, ctag#SP, pos#adposition, lemma#respecto_a
Respecto_de => Respecto_de, tag#SP, ctag#SP, pos#adposition, lemma#respecto_de
respetaba => respetaba, tag#VMII3S0, ctag#VMI, pos#verb, lemma#respetar
respetabilidad => respetabilidad, tag#NCFS000, ctag#NC, pos#noun, lemma#respetabilidad
respetable => respetable, tag#AQ0CS00, ctag#AQ, pos#adjective, lemma#respetable
respetables => respetables, tag#AQ0CP00, ctag#AQ, pos#adjective, lemma#respetable
respetado => respetado, tag#VMP00SM, ctag#VMP, pos#verb, lemma#respetar
